Tipo_de_Ca,X,Y,Uso_del_Su,pH_seco,Cond_Seco,T_Seco,STD_seco,Sal_seco,CE,SAL
Pozo,1165767.972,1751427.011,Forestal,8.1,660.2,0.0,324.0,0.372,660.2,0.372
Pozo,1164672.959,1750839.651,Forestal,7.52,836.6,33.2,410.4,0.462,836.6,0.462
Aljibe,1162666.14,1749066.827,Forestal,6.81,7840.0,31.9,3842.0,4.395,7840.0,4.395
Pozo,1162466.209,1749252.771,Forestal,7.62,979.0,32.8,480.2,0.534,979.0,0.534
Pozo,1161665.859,1750250.544,Forestal,7.98,1028.0,32.0,504.1,0.558,1028.0,0.558
Pozo,1160969.963,1749172.32,Forestal,7.6,1063.0,0.0,521.3,0.576,1063.0,0.576
Aljibe,1161802.665,1751624.01,Forestal,6.95,15010.0,31.2,7355.0,8.803,15010.0,8.803
Aljibe,1162998.649,1752115.404,Forestal,8.12,3646.0,31.4,1787.0,1.97,3646.0,1.97
Pozo,1163090.915,1751510.329,Forestal,7.48,814.5,31.6,399.6,0.45,814.5,0.45
Pozo,1168346.476,1755167.017,Forestal,7.5,1014.0,31.0,497.5,0.551,1014.0,0.551
Pozo,1168910.679,1753416.701,Forestal,7.33,1042.0,31.3,511.3,0.566,1042.0,0.566
Pozo,1168313.393,1752955.473,Forestal,7.44,2052.0,31.3,1006.0,1.096,2052.0,1.096
Pozo,1168521.444,1751986.537,Forestal,7.69,1279.0,31.8,627.4,0.688,1279.0,0.688
Aljibe,1169896.868,1750896.654,Forestal,6.94,2299.0,29.8,1127.0,1.229,2299.0,1.229
Pozo,1168970.584,1749074.905,Forestal,7.7,517.0,31.5,253.9,0.301,517.0,0.301
Aljibe,1168978.092,1749510.024,Forestal,7.65,1202.0,31.6,589.7,0.648,1202.0,0.648
Pozo,1166549.221,1752086.14,Forestal,7.46,813.1,31.5,398.9,0.449,813.1,0.449
Pozo,1167249.925,1747377.006,Forestal,7.74,385.1,32.1,189.2,0.236,385.1,0.236
Pozo,1166385.11,1748127.146,Forestal,7.53,410.1,32.5,201.4,0.249,410.1,0.249
Pozo,1165679.551,1747496.825,Forestal,7.56,975.7,32.6,478.6,0.532,975.7,0.532
Pozo,1164051.445,1747786.056,Forestal,7.26,983.0,32.0,482.2,0.535,983.0,0.535
Pozo,1166090.367,1747227.041,Forestal,7.61,712.5,32.4,349.6,0.398,712.5,0.398
Pozo,1166364.197,1744596.67,Forestal,7.99,1340.0,30.8,657.3,0.72,1340.0,0.72
Pozo,1166358.67,1744550.609,Forestal,7.89,1326.0,0.0,650.2,0.711,1326.0,0.711
Pozo,1167508.539,1743239.327,Forestal,7.49,3014.0,30.4,1478.0,1.62,3014.0,1.62
Pozo,1166223.915,1744164.194,Forestal,7.61,1401.0,0.0,687.0,0.75,1401.0,0.75
Pozo,1167973.656,1757746.378,Forestal,7.04,2982.0,31.5,1462.0,1.602,2982.0,1.602
Pozo,1171881.569,1757028.904,Forestal,7.43,1107.0,31.6,543.1,0.599,1107.0,0.599
Pozo,1172537.933,1756424.645,Forestal,7.64,1019.0,31.1,499.8,0.554,1019.0,0.554
Pozo,1172220.786,1756049.307,Forestal,7.18,1221.0,31.9,598.8,0.658,1221.0,0.658
Pozo,1173805.321,1756115.76,Forestal,7.01,1249.0,31.9,612.5,0.673,1249.0,0.673
Pozo,1173006.489,1756088.466,Forestal,7.15,1484.0,31.8,727.5,0.795,1484.0,0.795
Aljibe,1172774.384,1756288.083,Forestal,7.01,4101.0,32.1,2010.0,2.225,4101.0,2.225
Pozo,1173231.9,1753544.473,Forestal,7.67,831.6,0.0,408.0,0.458,831.6,0.458
Pozo,1178451.523,1752987.439,Forestal,7.19,3260.0,32.3,1598.0,1.755,3260.0,1.755
Aljibe,1178370.746,1753157.632,Forestal,7.49,2479.0,32.5,1215.0,1.327,2479.0,1.327
Aljibe,1177645.437,1752401.996,Forestal,6.9,1192.0,32.5,584.6,0.643,1192.0,0.643
Pozo,1175187.0,1759422.0,Forestal,7.3,1447.0,32.4,709.4,0.776,1447.0,0.776
Aljibe,1175043.01,1759147.048,Forestal,8.09,1458.0,31.7,714.9,0.782,1458.0,0.782
Pozo,1175142.248,1757586.851,Forestal,7.91,1155.0,32.3,566.5,0.624,1155.0,0.624
Pozo,1175387.532,1757178.339,Forestal,7.61,1179.0,31.2,578.1,0.636,1179.0,0.636
Pozo,1175212.102,1757024.494,Forestal,7.75,1121.0,30.3,549.8,0.606,1121.0,0.606
Pozo,1172644.227,1757456.879,Forestal,7.52,1457.0,30.8,714.3,0.781,1457.0,0.781
Pozo,1172174.037,1756409.866,Forestal,7.14,2136.0,30.6,1047.0,1.141,2136.0,1.141
Pozo,1169531.024,1757919.58,Forestal,7.97,1043.0,0.0,511.5,0.566,1043.0,0.566
Pozo,1170215.271,1758576.762,Forestal,7.75,1115.0,28.7,546.8,0.603,1115.0,0.603
Aljibe,1171059.692,1759795.682,Forestal,7.58,1154.0,30.5,565.9,0.623,1154.0,0.623
Aljibe,1170059.515,1757782.059,Forestal,6.91,2073.0,30.2,1017.0,1.108,2073.0,1.108
Pozo,1170026.903,1757070.645,Forestal,7.93,1028.0,29.2,504.5,0.559,1028.0,0.559
Aljibe,1172149.42,1758393.853,Forestal,7.4,1496.0,30.4,733.7,0.802,1496.0,0.802
Pozo,1168405.288,1760765.142,Forestal,7.17,1215.0,30.1,595.8,0.655,1215.0,0.655
Pozo,1170367.717,1761896.707,Forestal,8.05,1100.0,27.2,539.3,0.595,1100.0,0.595
Aljibe,1171887.871,1763146.707,Forestal,7.5,1990.0,31.1,975.5,1.063,1990.0,1.063
Aljibe,1170210.764,1765051.41,Forestal,7.86,1084.0,30.4,531.5,0.588,1084.0,0.588
Aljibe,1170373.085,1765692.176,Forestal,6.88,1517.0,31.4,743.7,0.812,1517.0,0.812
Aljibe,1167473.842,1764536.761,Forestal,7.26,1126.0,31.2,552.2,0.609,1126.0,0.609
Pozo,1167664.401,1765441.83,Forestal,7.51,1409.0,31.8,690.7,0.755,1409.0,0.755
Aljibe,1169192.61,1762852.55,Forestal,7.58,971.4,31.0,476.5,0.529,971.4,0.529
Aljibe,1169335.164,1762129.965,Forestal,7.25,1029.0,31.6,504.7,0.559,1029.0,0.559
Pozo,1168289.073,1761840.03,Forestal,7.51,1256.0,31.3,615.8,0.676,1256.0,0.676
Aljibe,1170511.974,1761394.156,Forestal,6.88,1196.0,30.8,586.7,0.645,1196.0,0.645
Aljibe,1171398.232,1760708.312,Forestal,7.33,1388.0,31.8,680.5,0.745,1388.0,0.745
Pozo,1172481.212,1761683.715,Forestal,7.75,1514.0,30.3,742.2,0.811,1514.0,0.811
Pozo,1168382.05,1755979.46,Forestal,7.46,1318.0,30.1,646.4,0.708,1318.0,0.708
Aljibe,1169058.347,1755572.439,Forestal,7.06,2113.0,31.3,1036.0,1.129,2113.0,1.129
Pozo,1167713.305,1766954.475,Forestal,7.25,1328.0,30.5,651.4,0.714,1328.0,0.714
Aljibe,1168702.041,1767083.836,Forestal,7.2,1830.0,31.9,897.3,0.978,1830.0,0.978
Pozo,1166844.18,1766959.378,Forestal,7.27,1275.0,32.3,625.3,0.686,1275.0,0.686
Pozo,1168154.025,1766316.029,Forestal,7.48,1237.0,31.2,606.4,0.666,1237.0,0.666
Pozo,1168875.989,1768140.76,Forestal,7.34,1539.0,32.5,754.7,0.824,1539.0,0.824
Aljibe,1170242.087,1767572.01,Forestal,7.02,3223.0,32.4,1580.0,1.735,3223.0,1.735
Pozo,1170853.541,1769443.625,Forestal,7.34,1913.0,32.7,937.7,1.022,1913.0,1.022
Aljibe,1170018.929,1769683.898,Forestal,7.28,798.6,32.4,391.8,0.442,798.6,0.442
Pozo,1174235.975,1791006.159,Forestal,7.26,3646.0,31.8,1786.0,1.969,3646.0,1.969
Pozo,1175296.21,1790154.332,Forestal,7.32,3760.0,32.3,1843.0,2.033,3760.0,2.033
Pozo,1170985.934,1789750.363,Forestal,7.95,4524.0,33.6,2217.0,2.463,4524.0,2.463
Pozo,1167749.21,1787531.686,Forestal,7.67,4340.0,32.3,2170.0,2.361,4340.0,2.361
Pozo,1166063.388,1787531.686,Forestal,7.63,3309.0,32.5,1622.0,1.782,3309.0,1.782
Pozo,1165504.133,1788085.853,Forestal,7.86,2390.0,32.9,1172.0,1.279,2390.0,1.279
Pozo,1164141.916,1786122.241,Forestal,7.69,3183.0,32.2,1560.0,1.713,3183.0,1.713
Pozo,1163584.343,1759833.872,Forestal,7.45,1240.0,30.6,608.3,0.668,1240.0,0.668
Pozo,1165136.789,1759992.044,Forestal,7.68,1738.0,32.2,852.2,0.929,1738.0,0.929
Pozo,1165883.802,1760379.849,Forestal,8.04,1995.0,31.7,978.1,1.066,1995.0,1.066
Pozo,1165848.445,1761661.572,Forestal,7.15,1565.0,32.8,767.4,0.838,1565.0,0.838
Pozo,1166080.152,1761979.011,Forestal,7.45,1922.0,34.1,942.4,1.027,1922.0,1.027
Aljibe,1166176.913,1763536.137,Forestal,7.31,2834.0,32.1,1389.0,1.52,2834.0,1.52
Pozo,1166195.634,1763850.356,Forestal,7.97,1442.0,33.4,707.2,0.773,1442.0,0.773
Pozo,1164390.537,1764996.575,Forestal,7.67,1325.0,32.2,649.7,0.712,1325.0,0.712
Pozo,1164984.439,1765487.815,Forestal,7.74,1416.0,0.0,694.5,0.759,1416.0,0.759
Pozo,1165054.752,1766796.636,Forestal,7.39,1490.0,33.5,730.8,0.798,1490.0,0.798
Aljibe,1165421.012,1768206.567,Forestal,7.34,1023.0,33.7,501.7,0.555,1023.0,0.555
Pozo,1162494.273,1768928.934,Forestal,7.41,3109.0,33.4,1524.0,1.671,3109.0,1.671
Aljibe,1163550.153,1768372.974,Forestal,7.52,2145.0,33.0,1.052,1.146,2145.0,1.146
Pozo,1163286.371,1766154.095,Forestal,7.62,1363.0,33.3,668.5,0.732,1363.0,0.732
Pozo,1161534.831,1764093.694,Forestal,7.47,1282.0,33.9,628.4,0.689,1282.0,0.689
Pozo,1159650.048,1758117.878,Forestal,7.96,1070.0,32.8,524.7,0.58,1070.0,0.58
Pozo,1158321.424,1760674.092,Forestal,7.85,1359.0,33.2,666.5,0.73,1359.0,0.73
Pozo,1160306.869,1759866.754,Forestal,7.51,1371.0,33.0,672.4,0.736,1371.0,0.736
Aljibe,1160537.251,1755308.023,Forestal,7.3,2062.0,31.1,1011.0,1.102,2062.0,1.102
Pozo,1158434.1,1753196.182,Forestal,7.79,845.6,31.3,414.9,0.465,845.6,0.465
Pozo,1159218.096,1753680.31,Forestal,7.56,964.4,31.1,473.1,0.526,964.4,0.526
Pozo,1158845.742,1751975.428,Forestal,7.92,1000.0,31.7,490.5,0.544,1000.0,0.544
Pozo,1156276.181,1756562.81,Forestal,7.26,1451.0,32.2,711.4,0.778,1451.0,0.778
Pozo,1158091.144,1756951.661,Forestal,7.77,1932.0,34.2,947.0,1.032,1932.0,1.032
Pozo,1156898.737,1758241.273,Forestal,7.09,5526.0,31.9,2708.0,3.038,5526.0,3.038
Pozo,1156544.348,1758759.586,Forestal,8.08,1402.0,0.0,687.6,0.752,1402.0,0.752
Pozo,1154941.422,1758657.914,Forestal,7.89,1987.0,0.0,974.1,1.061,1987.0,1.061
Pozo,1154173.317,1759053.915,Forestal,7.82,1761.0,34.6,843.4,0.941,1761.0,0.941
Pozo,1153040.428,1758950.131,Forestal,8.02,877.8,31.4,430.6,0.482,877.8,0.482
Pozo,1151968.229,1758876.978,Forestal,7.5,2427.0,0.0,1190.0,1.296,2427.0,1.296
Pozo,1152872.957,1761684.297,Forestal,7.89,1736.0,31.2,851.0,0.928,1736.0,0.928
Pozo,1152183.752,1761898.103,Forestal,7.58,2068.0,30.4,1014.0,1.105,2068.0,1.105
Pozo,1151410.649,1761911.04,Forestal,7.35,3643.0,27.7,1786.0,1.967,3643.0,1.967
Pozo,1176863.747,1784106.04,Forestal,7.54,3825.0,33.8,1875.0,2.071,3825.0,2.071
Pozo,1178067.933,1782031.45,Forestal,7.56,2813.0,33.5,1379.0,1.509,2813.0,1.509
Pozo,1180126.021,1781397.12,Forestal,7.54,5424.0,33.6,2658.0,2.98,5424.0,2.98
Aljibe,1179676.411,1779176.949,Forestal,6.99,3102.0,33.4,1520.0,1.667,3102.0,1.667
Aljibe,1179258.297,1777191.169,Forestal,7.63,2529.0,34.5,1240.0,1.353,2529.0,1.353
Pozo,1176513.716,1780231.705,Forestal,7.89,2882.0,33.3,1413.0,1.547,2882.0,1.547
Pozo,1175916.183,1778759.158,Forestal,7.23,5113.0,33.7,2506.0,2.801,5113.0,2.801
Pozo,1179292.762,1785558.065,Forestal,7.35,4827.0,32.5,2366.0,2.637,4827.0,2.637
Pozo,1179671.506,1785777.126,Forestal,7.93,3817.0,0.0,1871.0,2.063,3817.0,2.063
Pozo,1129737.0,1761944.0,Otro,7.07,5995.0,30.7,2938.0,3.309,5995.0,3.309
Pozo,1128961.0,1760488.0,Otro,7.64,3470.0,34.3,1701.0,1.871,3470.0,1.871
Pozo,1128929.0,1760357.0,Otro,7.69,2906.0,31.7,1425.0,1.56,2906.0,1.56
Pozo,1129143.0,1759916.0,Otro,7.72,2482.0,31.8,1216.0,1.328,2482.0,1.328
Pozo,1127315.0,1759689.0,Otro,8.12,2980.0,31.4,1461.0,1.6,2980.0,1.6
Pozo,1127184.0,1760852.0,Agricultura-Ganadería,8.07,2571.0,31.4,1260.0,1.377,2571.0,1.377
Pozo,1127152.0,1759178.0,Agricultura-Ganadería,7.75,7425.0,25.0,3639.0,4.14,7425.0,4.14
Pozo,1127823.0,1757814.0,Otro,7.96,1161.0,32.1,5696.0,0.627,1161.0,0.627
Pozo,1128516.0,1758319.0,Rancheria-Ganaderia,8.21,1176.0,31.5,576.8,0.635,1176.0,0.635
Aljibe,1131113.0,1755670.0,Rancheria-Ganaderia,7.63,3811.0,31.0,1868.0,2.063,3811.0,2.063
Pozo,1131607.0,1757192.0,Otro,7.8,2879.0,31.2,1411.0,1.545,2879.0,1.545
Pozo,1130094.0,1758038.0,Rancheria-Ganaderia,8.04,1591.0,31.3,779.9,0.851,1591.0,0.851
Pozo,1131175.0,1757388.0,Rancheria-Ganaderia,7.73,2926.0,32.0,1434.0,1.571,2926.0,1.571
Pozo,1126394.0,1754794.0,Otro,8.0,1434.0,31.4,702.9,0.769,1434.0,0.769
Pozo,1127833.0,1753920.0,Otro,8.14,1001.0,32.3,490.8,0.545,1001.0,0.545
Pozo,1129414.0,1753440.0,Otro,8.14,1851.0,33.3,907.4,0.989,1851.0,0.989
Pozo,1127864.0,1751884.0,Rancheria-Ganaderia,8.25,1101.0,32.0,539.8,0.596,1101.0,0.596
Pozo,1127971.0,1749761.0,Otro,7.93,553.1,32.3,271.5,0.319,553.1,0.319
Aljibe,1130470.0,1759664.0,Otro,7.17,3620.0,32.7,1774.0,1.995,3620.0,1.995
Pozo,1130488.0,1758503.0,Otro,8.23,1534.0,34.6,722.3,0.821,1534.0,0.821
Pozo,1132679.0,1760100.0,Rancheria-Ganaderia,7.75,2828.0,32.6,1386.0,1.517,2828.0,1.517
Aljibe,1132483.0,1760117.0,Otro,6.91,6052.0,31.9,2966.0,3.343,6052.0,3.343
Aljibe,1122292.0,1751302.0,Agricultura-Ganadería,8.36,582.3,31.6,285.8,0.333,582.3,0.333
Pozo,1124310.0,1750219.0,Otro,7.64,1555.0,32.0,762.4,0.833,1555.0,0.833
Aljibe,1124293.0,1749940.0,Agricultura-Ganadería,6.89,6161.0,32.0,3019.0,3.406,6161.0,3.406
Aljibe,1124531.0,1748870.0,Rancheria-Ganaderia,6.97,747.4,31.2,366.6,0.416,747.4,0.416
Pozo,1126556.0,1750100.0,Rancheria-Ganaderia,7.9,952.0,41.4,467.0,0.518,952.0,0.518
Aljibe,1126593.0,1750332.0,Rancheria-Ganaderia,7.18,1284.0,32.0,629.9,0.691,1284.0,0.691
Pozo,1132720.0,1750384.0,Rancheria-Ganaderia,8.15,1043.0,31.7,511.8,0.566,1043.0,0.566
Pozo,1131420.0,1750214.0,Otro,7.67,762.4,31.6,374.1,0.423,762.4,0.423
Pozo,1130629.0,1749525.0,Rancheria-Ganaderia,7.67,802.2,31.5,393.6,0.144,802.2,0.144
Pozo,1128412.0,1749913.0,Otro,8.02,568.1,31.5,278.9,0.326,568.1,0.326
Pozo,1138349.0,1746256.0,Otro,7.8,1315.0,29.7,645.0,0.707,1315.0,0.707
Pozo,1138296.0,1743480.0,Rancheria-Ganaderia,7.88,634.9,30.0,311.6,0.359,634.9,0.359
Aljibe,1136806.0,1745235.0,Rancheria-Ganaderia,7.04,796.0,30.9,390.6,0.441,796.0,0.441
Aljibe,1134108.0,1747753.0,Otro,7.48,668.2,31.1,327.9,0.376,668.2,0.376
Aljibe,1134128.0,1748773.0,Otro,7.73,1653.0,25.0,810.4,0.883,1653.0,0.883
Aljibe,1133965.0,1744682.0,Rancheria-Ganaderia,7.09,1915.0,30.2,938.8,1.022,1915.0,1.022
Pozo,1132046.0,1747964.0,Rancheria-Ganaderia,7.36,732.8,30.7,359.6,0.401,732.8,0.401
Aljibe,1131742.0,1747856.0,,7.87,6477.0,29.7,3174.0,3.59,6477.0,3.59
Aljibe,1124213.0,1743887.0,Ganadería,6.68,1316.0,30.4,645.5,0.708,1316.0,0.708
Aljibe,1126361.0,1743846.0,,8.3,3559.0,31.8,1741.0,1.919,3559.0,1.919
Aljibe,1127467.0,1743445.0,,6.1,585.5,33.7,287.4,0.335,585.5,0.335
Pozo,1126845.0,1742839.0,Ganadería,8.37,396.6,33.1,194.8,0.242,396.6,0.242
Pozo,1129581.0,1747584.0,Rancheria-Ganaderia,7.74,376.3,33.5,184.9,0.233,376.3,0.233
Aljibe,1129321.0,1748520.0,Rancheria-Ganaderia,7.5,2090.0,30.7,1029.0,1.122,2090.0,1.122
Pozo,1128033.0,1748581.0,Otro,7.66,1394.0,30.0,683.3,0.748,1394.0,0.748
Aljibe,1122616.0,1746824.0,Ganadería,6.07,225.3,30.1,110.9,0.16,225.3,0.16
Aljibe,1123929.0,1746211.0,Ganadería,6.35,827.2,30.7,405.8,0.457,827.2,0.457
Pozo,1124222.0,1747134.0,,6.73,310.2,31.1,152.5,0.201,310.2,0.201
Pozo,1126983.0,1756300.0,Ganadería,7.45,1712.0,29.1,839.5,0.915,1712.0,0.915
Pozo,1125872.0,1758976.0,Rancheria-Ganaderia,8.21,2057.0,29.9,1008.0,1.099,2057.0,1.099
Aljibe,1134216.0,1751453.0,Rancheria-Ganaderia,7.6,1344.0,31.2,659.1,0.722,1344.0,0.722
Pozo,1126868.0,1747214.0,Rancheria-Ganaderia,7.51,466.8,32.7,229.2,0.276,466.8,0.276
Pozo,1129600.0,1746827.0,Otro,7.3,361.4,31.8,177.6,0.225,361.4,0.225
Pozo,1128667.0,1742779.0,Otro,8.46,389.6,28.7,191.4,0.239,389.6,0.239
Pozo,1127605.0,1738501.0,Urbano,7.36,536.2,27.7,263.3,0.31,536.2,0.31
Pozo,1128800.0,1735572.0,Ganadería,6.56,610.3,30.0,299.5,0.347,610.3,0.347
Aljibe,1129978.0,1735854.0,Otro,7.07,247.5,29.2,121.8,0.171,247.5,0.171
Aljibe,1132213.0,1737087.0,Ganadería,6.29,1072.0,29.5,526.0,0.581,1072.0,0.581
Pozo,1134278.0,1737174.0,Otro,7.48,616.6,31.2,302.7,0.35,616.6,0.35
Pozo,1135232.0,1736298.0,Agricultura-Ganadería,7.41,823.6,31.2,404.1,0.454,823.6,0.454
Pozo,1136617.0,1735099.0,,7.73,801.1,30.1,393.0,0.443,801.1,0.443
Pozo,1134592.0,1733195.0,Urbano,7.78,604.6,31.5,296.7,0.344,604.6,0.344
Pozo,1137035.0,1732761.0,Urbano,6.78,503.3,29.1,247.1,0.294,503.3,0.294
Pozo,1145262.0,1741272.0,Ganadería,7.08,1101.0,30.9,539.8,0.596,1101.0,0.596
Aljibe,1145383.0,1740554.0,,7.64,1305.0,30.4,640.4,0.702,1305.0,0.702
Pozo,1144349.0,1742682.0,Otro,7.55,1296.0,31.6,635.4,0.698,1296.0,0.698
Pozo,1143958.0,1739444.0,Otro,7.4,1404.0,30.3,688.4,0.753,1404.0,0.753
Pozo,1141762.0,1738299.0,Ganadería,7.92,1084.0,30.9,531.7,0.587,1084.0,0.587
Aljibe,1141536.0,1736801.0,,7.51,1236.0,30.8,606.3,0.666,1236.0,0.666
Pozo,1140608.0,1735503.0,Otro,8.52,951.1,30.8,466.5,0.519,951.1,0.519
Pozo,1139067.0,1733994.0,,7.95,726.6,30.0,356.5,0.406,726.6,0.406
Aljibe,1138705.0,1742283.0,,7.06,619.1,30.3,303.9,0.352,619.1,0.352
Pozo,1142469.0,1744073.0,Rancheria-Ganaderia,7.81,1331.0,32.4,652.6,0.715,1331.0,0.715
Pozo,1140660.0,1741437.0,Ganadería,8.36,772.8,30.6,379.2,0.429,772.8,0.429
Aljibe,1138995.0,1739571.0,Agricultura-Ganadería,7.26,560.0,30.2,274.9,0.323,560.0,0.323
Pozo,1138643.0,1738311.0,Ganadería,7.45,802.7,34.3,393.8,0.444,802.7,0.444
Aljibe,1138421.0,1739110.0,Ganadería,6.84,2015.0,30.9,987.8,1.076,2015.0,1.076
Pozo,1136879.0,1737602.0,Otro,6.69,894.3,31.5,438.7,0.49,894.3,0.49
Pozo,1140369.0,1732588.0,Urbano,7.66,4840.0,30.1,2372.0,2.644,4840.0,2.644
Aljibe,1146764.0,1753922.0,Rancheria-Ganaderia,6.95,10260.0,31.3,5030.0,5.854,10260.0,5.854
Aljibe,1145169.0,1754147.0,Rancheria-Ganaderia,7.12,3206.0,32.6,3413.0,3.878,3206.0,3.878
Aljibe,1147292.0,1754907.0,Rancheria-Ganaderia,6.84,11230.0,32.0,5502.0,6.447,11230.0,6.447
Pozo,1147660.0,1755117.0,Rancheria-Ganaderia,8.19,2253.0,32.5,1104.0,1.205,2253.0,1.205
Pozo,1149069.0,1759597.0,Otro,7.24,763.4,31.4,374.0,0.424,763.4,0.424
Pozo,1115807.0,1762846.0,Forestal,7.99,428.2,25.0,210.3,0.257,428.2,0.257
Pozo,1113305.0,1758472.0,Forestal,7.79,4159.0,25.0,2038.0,2.254,4159.0,2.254
Pozo,1118419.0,1757132.0,Forestal,8.41,9851.0,25.0,483.2,0.536,9851.0,0.536
Pozo,1114789.0,1757311.0,Forestal,7.14,9266.0,22.8,4541.0,5.214,9266.0,5.214
Pozo,1117598.039,1752189.816,Forestal,7.38,1317.0,25.0,645.6,0.706,1317.0,0.706
Pozo,1114942.0,1751339.0,Forestal,7.84,1763.0,21.9,859.5,0.933,1763.0,0.933
Pozo,1113781.0,1758986.0,Forestal,8.24,1681.0,31.6,824.0,0.89,1681.0,0.89
Pozo,1115597.0,1750696.0,Forestal,8.09,1934.0,25.0,948.2,1.032,1934.0,1.032
Pozo,1112555.0,1749189.0,Forestal,8.04,3786.0,25.0,1856.0,2.044,3786.0,2.044
Pozo,1115198.0,1744342.0,Forestal,7.32,1137.0,34.2,557.5,0.614,1137.0,0.614
Aljibe,1129326.0,1763215.0,Forestal,6.71,47700.0,25.0,23370.0,31.13,47700.0,31.13
Aljibe,1171007.781,1770201.091,Forestal,7.35,1760.0,31.1,863.0,0.941,1760.0,0.941
Pozo,1171329.419,1771788.995,Forestal,8.18,942.5,25.0,462.3,0.515,942.5,0.515
Aljibe,1168124.487,1774094.718,Forestal,7.73,712.6,32.6,344.7,0.398,712.6,0.398
Pozo,1170968.218,1775733.9,Forestal,8.34,1240.0,35.1,607.9,0.667,1240.0,0.667
Aljibe,1170967.433,1775733.54,Forestal,8.17,2282.0,25.0,1119.0,1.219,2282.0,1.219
Aljibe,1172054.655,1775463.261,Forestal,8.04,1241.0,33.1,608.4,0.668,1241.0,0.668
Pozo,1172055.0,1775460.0,Forestal,7.85,1976.0,33.2,968.9,1.058,1976.0,1.058
Pozo,1168830.0,1769931.0,Forestal,7.75,2013.0,36.6,986.8,1.074,2013.0,1.074
Aljibe,1173369.747,1762424.83,Forestal,7.66,1488.0,32.3,729.8,0.797,1488.0,0.797
Aljibe,1172351.245,1762388.477,Forestal,7.14,7644.0,25.0,3746.0,4.268,7644.0,4.268
Aljibe,1176384.518,1763308.531,Forestal,7.25,1600.0,25.0,784.4,0.855,1600.0,0.855
Aljibe,1175987.747,1757834.67,Forestal,7.53,1949.0,25.0,955.4,1.038,1949.0,1.038
Aljibe,1157795.0,1757738.0,Forestal,7.69,1697.0,31.5,831.8,0.906,1697.0,0.906
Pozo,1177374.0,1758313.0,Forestal,7.6,2514.0,25.0,1233.0,1.346,2514.0,1.346
Pozo,1177108.0,1759734.0,Forestal,7.67,1360.0,31.3,666.9,0.73,1360.0,0.73
Pozo,1174756.798,1761070.797,Forestal,7.46,1505.0,32.1,737.8,0.806,1505.0,0.806
Aljibe,1174452.688,1762323.266,Forestal,7.25,2489.0,32.9,1220.0,1.336,2489.0,1.336
Aljibe,1175059.317,1763362.569,Forestal,7.48,1944.0,33.2,953.1,1.039,1944.0,1.039
Aljibe,1177374.0,1758313.0,Forestal,7.26,1923.0,32.7,942.7,1.027,1923.0,1.027
Aljibe,1171300.0,1756748.0,Forestal,7.65,1283.0,32.9,629.1,0.69,1283.0,0.69
Aljibe,1177374.0,1763123.0,Forestal,7.67,972.2,20.2,476.9,0.526,972.2,0.526
Aljibe,1176214.817,1770273.177,Forestal,7.83,1456.0,25.0,713.9,0.779,1456.0,0.779
Pozo,1173903.207,1768984.488,Forestal,8.3,1323.0,25.0,648.9,0.71,1323.0,0.71
Pozo,1174833.044,1771276.713,Forestal,7.9,1418.0,25.0,695.5,0.76,1418.0,0.76
Pozo,1175798.108,1772136.718,Forestal,7.76,1837.0,33.2,900.8,0.982,1837.0,0.982
Aljibe,1176147.226,1775775.209,Forestal,7.92,2470.0,33.0,1211.0,1.322,2470.0,1.322
Aljibe,1173698.732,1774654.764,Forestal,7.88,815.8,33.1,400.2,0.45,815.8,0.45
Pozo,1173275.459,1773929.406,Forestal,8.07,855.0,32.8,419.5,0.47,855.0,0.47
Aljibe,1167887.97,1777081.851,Forestal,8.14,921.1,32.4,451.8,0.504,921.1,0.504
Pozo,1167781.637,1779365.16,Forestal,8.09,1007.0,25.0,493.3,0.547,1007.0,0.547
Pozo,1167795.124,1780228.992,Forestal,8.16,1325.0,32.7,649.9,0.712,1325.0,0.712
Pozo,1168094.732,1781964.291,Forestal,7.44,7232.0,32.1,3544.0,4.035,7232.0,4.035
Aljibe,1173660.073,1781008.638,Ganadería,7.79,4404.0,33.2,2160.0,2.422,4404.0,2.422
Pozo,1172553.618,1778104.559,Ganadería,7.94,1813.0,31.9,889.2,0.997,1813.0,0.997
Pozo,1173287.602,1778683.385,Ganadería,7.94,1560.0,35.4,765.1,0.858,1560.0,0.858
Pozo,1168545.772,1778710.306,Ganadería,7.74,2407.0,32.9,1180.0,1.323,2407.0,1.323
Aljibe,1170601.426,1776678.79,Ganadería,7.77,1486.0,32.8,728.8,0.817,1486.0,0.817
Aljibe,1170963.432,1775733.499,,8.01,1938.0,32.6,950.5,1.066,1938.0,1.066
Pozo,1171378.38,1774793.76,Ganadería,7.94,1269.0,32.7,622.4,0.698,1269.0,0.698
Aljibe,1167637.428,1773232.229,,7.78,1438.0,31.8,705.2,0.791,1438.0,0.791
Aljibe,1168086.861,1775095.127,Ganadería,7.69,945.1,32.7,463.5,0.52,945.1,0.52
Pozo,1167125.453,1774840.979,Ganadería,8.31,1386.0,35.4,679.7,0.762,1386.0,0.762
Aljibe,1164552.706,1774988.894,Ganadería,7.51,3320.0,32.5,1628.0,1.823,3320.0,1.823
Aljibe,1165164.239,1774372.293,Ganadería,7.54,2852.0,32.5,1399.0,1.569,2852.0,1.569
