Tipo_de_Ca,X,Y,Uso_del_Su,pH_seco,Cond_Seco,T_Seco,STD_seco,Sal_seco,CE,SAL
Pozo,1116729.0,1666242.0,Agricultura,7.16,649.6,30.1,318.6,0.357,649.6,0.357
Aljibe,1118690.0,1665451.0,Ganadería,6.83,547.3,29.7,268.4,0.301,547.3,0.301
Aljibe,1114708.0,1669932.0,Ganadería,7.04,1158.0,30.0,567.9,0.637,1158.0,0.637
Aljibe,1117962.0,1669809.0,Ganadería,7.48,815.9,28.4,400.1,0.449,815.9,0.449
Aljibe,1115947.0,1669528.0,Ganadería,7.3,221.3,30.4,108.5,0.122,221.3,0.122
Aljibe,1116272.0,1668342.0,Agricultura,7.15,885.0,30.0,434.0,0.487,885.0,0.487
Aljibe,1117132.0,1668098.0,Ganadería,7.13,772.1,30.7,378.7,0.425,772.1,0.425
Aljibe,1117528.0,1666621.0,Ganadería,7.28,799.8,29.0,392.3,0.44,799.8,0.44
Pozo,1117850.0,1666802.0,Ganadería,8.05,447.9,31.2,219.7,0.246,447.9,0.246
Aljibe,1118784.0,1666106.0,Agricultura-Ganadería,6.84,509.1,30.3,248.7,0.28,509.1,0.28
Pozo,1119300.0,1666263.0,Agricultura-Ganadería,7.21,537.0,31.0,263.4,0.295,537.0,0.295
Aljibe,1119922.0,1665572.0,Agricultura,6.8,488.0,29.5,239.3,0.268,488.0,0.268
Aljibe,1120053.0,1661744.0,Ganadería,6.79,462.8,28.4,227.0,0.255,462.8,0.255
Aljibe,1118200.0,1661682.0,Ganadería,6.94,538.4,29.6,264.0,0.296,538.4,0.296
Aljibe,1123901.0,1665923.0,Ganadería,6.86,730.7,28.7,358.4,0.402,730.7,0.402
Aljibe,1123307.0,1666203.0,Ganadería,7.06,649.1,27.7,318.3,0.357,649.1,0.357
Pozo,1124172.0,1666974.0,Ganadería,6.88,895.4,28.4,439.1,0.492,895.4,0.492
Pozo,1125014.0,1667758.0,Agricultura-Ganadería,6.66,584.2,29.2,286.5,0.321,584.2,0.321
Aljibe,1127000.0,1671161.0,Ganadería,6.83,661.8,27.8,324.6,0.364,661.8,0.364
Aljibe,1127633.0,1672087.0,Ganadería,6.91,705.2,29.1,345.9,0.388,705.2,0.388
Pozo,1123437.0,1667462.0,Ganadería,6.75,837.4,29.9,410.7,0.461,837.4,0.461
Aljibe,1124074.0,1668288.0,Ganadería,6.77,2063.0,29.9,1012.0,1.135,2063.0,1.135
Aljibe,1124480.0,1669261.0,Ganadería,6.79,761.3,29.8,373.4,0.419,761.3,0.419
Aljibe,1124740.0,1670810.0,Ganadería,6.96,643.9,28.7,315.8,0.354,643.9,0.354
Aljibe,1126224.0,1673301.0,Ganadería,6.75,1347.0,29.6,660.6,0.741,1347.0,0.741
Aljibe,1120652.0,1677855.0,Ganadería,8.14,910.7,29.1,446.6,0.501,910.7,0.501
Aljibe,1122170.0,1679414.0,Ganadería,7.5,897.0,25.5,439.9,0.493,897.0,0.493
Aljibe,1121975.0,1678642.0,Ganadería,7.17,1117.0,30.2,547.8,0.614,1117.0,0.614
Aljibe,1122964.0,1676063.0,Ganadería,7.03,1275.0,29.2,625.3,0.701,1275.0,0.701
Aljibe,1123312.0,1674213.0,Ganadería,6.88,1194.0,29.0,585.6,0.657,1194.0,0.657
Aljibe,1124841.0,1675174.0,Ganadería,7.11,1238.0,28.2,607.2,0.681,1238.0,0.681
Aljibe,1123951.0,1673700.0,Ganadería,6.8,958.6,29.2,470.1,0.527,958.6,0.527
Aljibe,1124613.0,1673349.0,Ganadería,6.94,855.5,29.5,419.6,0.471,855.5,0.471
Aljibe,1124471.0,1672232.0,Agricultura,6.82,717.9,28.7,352.1,0.395,717.9,0.395
Aljibe,1125000.0,1672124.0,Ganadería,6.87,727.6,28.7,356.8,0.4,727.6,0.4
Aljibe,1125204.0,1671585.0,Ganadería,6.9,697.3,28.0,342.0,0.384,697.3,0.384
Aljibe,1119087.0,1675098.0,Otro,9.56,1360.0,27.7,667.0,0.748,1360.0,0.748
Pozo,1118243.0,1675401.0,Ganadería,8.04,302.4,26.7,148.3,0.166,302.4,0.166
Aljibe,1118279.0,1675400.0,Ganadería,7.53,1394.0,28.9,683.7,0.767,1394.0,0.767
Pozo,1117918.0,1673063.0,Ganadería,7.22,710.0,29.8,348.2,0.391,710.0,0.391
Pozo,1117690.0,1675048.0,Ganadería,7.92,155.7,28.7,76.36,0.086,155.7,0.086
Aljibe,1118072.0,1677413.0,Ganadería,7.04,888.7,30.3,435.8,0.489,888.7,0.489
Aljibe,1122223.0,1667446.0,Agricultura,6.95,785.8,29.3,385.4,0.432,785.8,0.432
Pozo,1119649.0,1670939.0,Ganadería,6.87,883.8,29.1,433.4,0.486,883.8,0.486
Aljibe,1120098.0,1671630.0,Ganadería,7.44,781.4,29.8,383.2,0.43,781.4,0.43
Aljibe,1122376.0,1671470.0,Ganadería,7.46,602.8,28.2,295.4,0.332,602.8,0.332
Aljibe,1121185.0,1673724.0,Forestal-Ganaderia,6.94,694.2,29.2,340.5,0.382,694.2,0.382
Aljibe,1127561.0,1682202.0,Ganadería,7.48,775.1,29.3,380.1,0.426,775.1,0.426
Pozo,1126731.0,1681442.0,Ganadería,6.99,681.8,30.4,334.4,0.375,681.8,0.375
Pozo,1124570.0,1682342.0,Ganadería,7.35,624.1,30.2,306.1,0.343,624.1,0.343
Pozo,1124638.0,1682448.0,Ganadería,7.37,669.4,31.6,328.3,0.368,669.4,0.368
Aljibe,1122866.0,1684101.0,Ganadería,7.56,313.7,30.0,153.8,0.173,313.7,0.173
Pozo,1136509.0,1702571.0,Urbano,6.67,1107.0,30.6,542.9,0.609,1107.0,0.609
Aljibe,1134472.0,1704858.0,Ganadería,6.95,731.1,31.4,358.7,0.402,731.1,0.402
Aljibe,1135653.0,1703886.0,Agricultura,7.18,850.1,30.4,415.9,0.468,850.1,0.468
Manantial,1134088.0,1705552.0,Otro,6.99,852.0,28.6,417.8,0.469,852.0,0.469
Pozo,1132482.0,1702888.0,Ganadería,7.36,799.2,32.2,391.9,0.44,799.2,0.44
Aljibe,1133694.0,1700244.0,Ganadería,6.95,831.5,29.5,407.8,0.457,831.5,0.457
Aljibe,1135667.0,1700638.0,Ganadería,7.35,1143.0,30.5,560.6,0.629,1143.0,0.629
Aljibe,1135412.0,1700415.0,Ganadería,6.97,1146.0,30.3,562.0,0.63,1146.0,0.63
Aljibe,1102625.0,1652486.0,Agricultura,6.98,1692.0,29.5,829.8,0.93,1692.0,0.93
Aljibe,1103185.0,1651611.0,Ganadería,6.99,1460.0,29.8,716.0,0.8,1460.0,0.8
Aljibe,1116137.0,1656967.0,Ganadería,6.96,880.0,28.4,431.5,0.48,880.0,0.48
Pozo,1279208.066,1796873.004,Forestal,7.02,1999.0,32.5,980.0,1.068,1999.0,1.068
Pozo,1270460.419,1795397.819,Forestal,6.75,4558.0,33.1,2234.0,2.484,4558.0,2.484
Pozo,1264949.761,1793125.868,Forestal,7.09,3881.0,32.3,1902.0,2.102,3881.0,2.102
Aljibe,1251136.912,1786157.618,Forestal,7.53,3922.0,31.6,1922.0,2.123,3922.0,2.123
Pozo,1177720.724,1787760.555,Forestal,7.07,3425.0,32.9,1679.0,1.847,3425.0,1.847
Pozo,1180687.328,1785057.331,Forestal,6.27,2618.0,32.8,1284.0,1.403,2618.0,1.403
Pozo,1187967.948,1780093.152,Forestal,7.21,5350.0,33.8,2622.0,2.937,5350.0,2.937
Pozo,1183305.671,1772177.026,Forestal,7.36,3614.0,32.8,1771.0,1.952,3614.0,1.952
Pozo,1142571.56,1706464.324,Ganadería,6.76,1110.0,32.0,544.4,0.601,1110.0,0.601
Pozo,1143339.184,1706618.27,Ganadería,7.43,1759.0,31.7,862.4,0.94,1759.0,0.94
Aljibe,1143271.168,1706894.581,Ganadería,6.95,3642.0,29.3,1785.0,1.967,3642.0,1.967
Aljibe,1144024.391,1707558.674,Ganadería,7.55,1428.0,30.6,700.3,0.766,1428.0,0.766
Manantial,1137492.243,1708369.625,Forestal,6.99,567.6,27.4,278.6,0.326,567.6,0.326
Aljibe,1137895.924,1706247.622,Forestal,7.18,678.0,29.5,332.7,0.381,678.0,0.381
Manantial,1141461.544,1708242.094,Forestal,6.84,967.3,29.7,474.5,0.527,967.3,0.527
Pozo,1140831.339,1709327.362,Forestal,7.15,2324.0,32.1,1139.0,1.243,2324.0,1.243
Manantial,1140055.484,1710399.721,Forestal,6.91,1066.0,30.7,523.0,0.578,1066.0,0.578
Pozo,1142881.953,1712569.514,Forestal,7.67,853.8,31.0,418.8,0.47,853.8,0.47
Pozo,1142523.595,1711894.864,Forestal,7.78,1445.0,32.1,708.6,0.775,1445.0,0.775
Pozo,1136399.449,1695835.009,Ganadería,7.55,585.6,27.2,287.4,0.335,585.6,0.335
Pozo,1137103.493,1695269.352,Ganadería,7.56,999.8,27.9,490.4,0.544,999.8,0.544
Pozo,1139230.716,1695075.394,Forestal,7.84,796.7,30.3,390.9,0.441,796.7,0.441
Aljibe,1140797.127,1695327.892,Ganadería,7.29,793.9,0.0,389.5,0.439,793.9,0.439
Aljibe,1140472.952,1695839.769,Ganadería,6.79,4633.0,29.2,2271.0,2.526,4633.0,2.526
Aljibe,1141421.445,1694958.674,Ganadería,6.9,655.3,29.5,321.6,0.37,655.3,0.37
Pozo,1142257.945,1694701.02,Ganadería,7.06,761.7,29.8,373.7,0.423,761.7,0.423
Pozo,1142005.707,1692597.736,Forestal,7.24,351.0,31.4,172.5,0.22,351.0,0.22
Manantial,1143011.643,1692516.003,Forestal,6.92,635.0,28.8,311.6,0.359,635.0,0.359
Pozo,1141496.428,1698730.05,Ganadería,7.18,2065.0,32.9,1012.0,1.103,2065.0,1.103
Pozo,1141527.863,1697774.358,Ganadería,7.42,1160.0,30.5,568.7,0.626,1160.0,0.626
Pozo,1143312.004,1696119.337,Ganadería,7.39,1483.0,30.0,727.4,0.795,1483.0,0.795
Aljibe,1139237.993,1698394.663,Ganadería,7.59,930.8,27.9,456.6,0.508,930.8,0.508
Pozo,1138931.941,1698221.265,Ganadería,7.44,608.4,30.9,298.4,0.348,608.4,0.348
Aljibe,1140026.04,1700223.587,Ganadería,7.06,487.0,29.5,239.1,0.286,487.0,0.286
Aljibe,1141099.288,1700679.955,Ganadería,7.36,1867.0,31.0,915.4,0.998,1867.0,0.998
Aljibe,1143212.86,1702161.247,Ganadería,7.02,2255.0,30.7,1106.0,1.206,2255.0,1.206
Pozo,1143953.95,1704235.976,Ganadería,7.09,451.9,30.3,221.9,0.269,451.9,0.269
Pozo,1143504.475,1704931.678,Ganadería,7.08,622.4,30.0,305.5,0.353,622.4,0.353
Aljibe,1145470.58,1703283.743,Ganadería,6.99,680.4,30.1,333.9,0.382,680.4,0.382
Aljibe,1146876.677,1702619.98,Ganadería,7.25,591.0,29.7,290.1,0.338,591.0,0.338
Aljibe,1146115.029,1703151.369,Ganadería,7.12,560.4,29.9,275.1,0.322,560.4,0.322
Aljibe,1148076.848,1701835.478,Forestal,7.44,1920.0,29.6,941.5,1.026,1920.0,1.026
Aljibe,1135946.467,1694447.072,Ganadería,7.86,1137.0,28.9,557.8,0.614,1137.0,0.614
Pozo,1135848.882,1693798.199,Ganadería,8.4,841.9,29.4,413.0,0.464,841.9,0.464
Pozo,1136500.994,1693309.146,Ganadería,7.53,630.4,30.3,309.4,0.357,630.4,0.357
Pozo,1137439.154,1694173.56,Ganadería,7.59,1066.0,30.3,522.9,0.578,1066.0,0.578
Pozo,1138621.615,1693268.775,Ganadería,7.31,819.8,29.2,402.2,0.452,819.8,0.452
Pozo,1139220.727,1692392.305,Ganadería,6.91,740.6,30.7,363.4,0.412,740.6,0.412
Aljibe,1139668.536,1691379.977,Ganadería,6.74,793.3,29.9,389.2,0.439,793.3,0.439
Aljibe,1140658.479,1690775.629,Ganadería,7.41,714.5,29.4,350.6,0.399,714.5,0.399
Aljibe,1140593.44,1689632.059,Ganadería,7.34,820.0,28.5,402.3,0.452,820.0,0.452
Aljibe,1140411.945,1688002.407,Ganadería,7.31,597.7,28.4,295.8,0.343,597.7,0.343
Aljibe,1139638.753,1689068.684,Ganadería,7.56,920.6,28.6,451.6,0.503,920.6,0.503
Aljibe,1137485.489,1691057.383,Ganadería,6.76,1239.0,29.7,607.7,0.667,1239.0,0.667
Aljibe,1137855.144,1688366.669,Ganadería,6.82,843.7,28.9,413.9,0.464,843.7,0.464
Pozo,1135110.065,1694695.66,Urbano,7.86,511.2,28.2,251.0,0.298,511.2,0.298
Pozo,1134668.087,1695065.73,Urbano,7.83,356.3,26.8,175.1,0.222,356.3,0.222
Pozo,1132971.719,1696152.964,Urbano,7.49,452.9,28.3,222.4,0.269,452.9,0.269
Pozo,1135717.122,1696296.275,Urbano,7.63,590.9,28.2,290.0,0.337,590.9,0.337
Aljibe,1136222.782,1692259.996,Forestal,8.1,1900.0,28.6,931.3,1.015,1900.0,1.015
Aljibe,1136183.566,1692192.222,Forestal,7.15,1583.0,29.8,776.2,0.847,1583.0,0.847
Aljibe,1136723.231,1690983.549,Ganadería,6.95,1140.0,30.1,558.8,0.616,1140.0,0.616
Aljibe,1136440.826,1689470.31,Ganadería,6.81,941.6,29.3,461.9,0.514,941.6,0.514
Pozo,1137404.693,1689289.88,Ganadería,6.85,860.3,28.1,422.1,0.473,860.3,0.473
Aljibe,1138666.07,1686252.502,Ganadería,6.96,752.0,30.1,369.0,0.418,752.0,0.418
Aljibe,1139268.466,1685342.228,Ganadería,6.95,505.5,28.5,248.2,0.295,505.5,0.295
Pozo,1140011.009,1683627.33,Ganadería,8.23,1154.0,28.3,565.9,0.623,1154.0,0.623
Aljibe,1140562.808,1683927.762,Ganadería,6.93,735.9,28.4,361.1,0.41,735.9,0.41
Aljibe,1140670.61,1684306.24,Ganadería,7.1,727.6,29.0,357.0,0.406,727.6,0.406
Aljibe,1142253.58,1685072.069,Ganadería,7.31,663.9,28.2,325.8,0.374,663.9,0.374
Pozo,1141678.611,1685226.366,Ganadería,7.61,739.8,29.0,363.0,0.412,739.8,0.412
Aljibe,1139763.536,1684671.234,Ganadería,6.97,514.7,28.0,252.7,0.3,514.7,0.3
Aljibe,1140951.004,1684829.894,Ganadería,7.74,901.5,27.6,442.2,0.494,901.5,0.494
Pozo,1138232.251,1683884.231,Ganadería,7.14,883.1,27.2,433.2,0.484,883.1,0.484
Aljibe,1136304.306,1683476.779,Ganadería,7.31,1107.0,29.1,542.9,0.599,1107.0,0.599
Aljibe,1135612.116,1681817.451,Ganadería,7.13,1385.0,29.0,679.2,0.743,1385.0,0.743
Manantial,1135350.536,1679618.984,Forestal,6.98,497.9,27.0,244.5,0.291,497.9,0.291
Aljibe,1135350.533,1683377.63,Ganadería,7.07,619.1,28.7,303.8,0.351,619.1,0.351
Aljibe,1135406.062,1684671.716,Ganadería,7.22,713.0,29.1,349.9,0.398,713.0,0.398
Aljibe,1134048.612,1685978.534,Ganadería,7.01,638.7,29.0,313.5,0.361,638.7,0.361
Aljibe,1134182.857,1686596.806,Ganadería,7.38,507.8,28.9,249.3,0.296,507.8,0.296
Aljibe,1132270.986,1686002.167,Ganadería,7.24,1941.0,28.8,951.6,1.037,1941.0,1.037
Aljibe,1133919.749,1687044.449,Ganadería,7.05,655.4,29.0,321.6,0.37,655.4,0.37
Aljibe,1134685.165,1686359.115,Ganadería,7.33,638.9,28.0,313.6,0.361,638.9,0.361
Aljibe,1134225.771,1687257.738,Ganadería,7.1,575.5,29.3,282.5,0.33,575.5,0.33
Aljibe,1134453.642,1688764.575,Ganadería,7.52,510.9,27.4,250.8,0.298,510.9,0.298
Pozo,1111666.0,1733122.0,,6.8,1036.0,29.2,508.0,0.562,1036.0,0.562
Aljibe,1113634.0,1731848.0,,7.38,3354.0,27.1,164.9,0.212,3354.0,0.212
Aljibe,1117423.0,1737531.0,,8.06,3390.0,27.6,1662.0,1.822,3390.0,1.822
Aljibe,1144704.0,1752773.0,,7.18,6551.0,25.0,3210.0,3.624,6551.0,3.624
Aljibe,1142992.0,1750134.0,,6.95,2639.0,30.3,1293.0,1.411,2639.0,1.411
Pozo,1151765.0,1732587.0,,7.39,4991.0,25.0,2446.0,2.724,4991.0,2.724
Pozo,1158688.0,1740582.0,,7.56,4871.0,25.0,2387.0,2.651,4871.0,2.651
Aljibe,1149998.0,1734509.0,,6.69,1456.0,25.0,714.1,0.779,1456.0,0.779
Pozo,1195794.0,1764930.0,,7.22,7237.0,31.4,3547.0,4.037,7237.0,4.037
Pozo,1195502.0,1758923.0,,7.26,12220.0,31.3,5989.0,7.087,12220.0,7.087
Pozo,1190829.0,1759432.0,,7.86,13630.0,30.7,6679.0,7.928,13630.0,7.928
Pozo,1189097.0,1754888.0,,7.33,2718.0,29.7,1333.0,1.457,2718.0,1.457
Pozo,1197824.0,1757198.0,,7.3,7378.0,33.1,3616.0,4.122,7378.0,4.122
Pozo,1198179.0,1755912.0,,7.17,2739.0,30.6,1343.0,1.467,2739.0,1.467
Aljibe,1197609.0,1753425.0,,7.59,9089.0,29.9,4454.0,5.146,9089.0,5.146
Pozo,1191299.0,1746181.0,,6.95,3986.0,29.8,1954.0,2.163,3986.0,2.163
Pozo,1192414.0,1746420.0,,7.35,3191.0,29.9,1564.0,1.716,3191.0,1.716
Pozo,1107780.0,1747321.0,,7.93,3817.0,29.8,1871.0,2.065,3817.0,2.065
Aljibe,1107166.0,1737080.0,,7.09,2103.0,29.3,1031.0,1.125,2103.0,1.125
Aljibe,1108142.0,1741693.0,,6.95,3612.0,29.6,1770.0,1.951,3612.0,1.951
Pozo,1101919.0,1737287.0,,7.32,1031.0,25.0,505.7,0.558,1031.0,0.558
Pozo,1102030.0,1737385.0,,7.2,514.6,29.0,252.7,0.3,514.6,0.3
Aljibe,1055701.0,1734706.0,,6.84,104.5,28.1,51.72,0.104,104.5,0.104
Pozo,1058434.0,1735274.0,,7.12,372.7,29.9,183.1,0.231,372.7,0.231
Aljibe,1059661.0,1735279.0,,6.61,417.6,28.9,205.1,0.252,417.6,0.252
Pozo,1059896.0,1735046.0,,6.34,576.8,27.8,283.1,0.33,576.8,0.33
Aljibe,1065824.0,1732356.0,,6.23,177.4,26.4,87.42,0.137,177.4,0.137
Aljibe,1069055.0,1731336.0,,6.8,172.5,28.1,85.01,0.135,172.5,0.135
Aljibe,1073541.0,1734685.0,,6.4,173.7,28.3,85.62,0.136,173.7,0.136
Aljibe,1074564.0,1732695.0,,6.67,595.6,27.9,292.3,0.34,595.6,0.34
Aljibe,1077675.0,1735524.0,,7.45,1372.0,27.3,672.8,0.737,1372.0,0.737
Aljibe,1074799.0,1732279.0,,6.47,479.3,25.0,235.4,0.281,479.3,0.281
Pozo,1077964.0,1734745.0,,7.23,297.2,27.6,146.1,0.194,297.2,0.194
Pozo,1084449.0,1734900.0,,6.86,3696.0,28.9,1812.0,1.998,3696.0,1.998
Pozo,1084975.0,1735212.0,,6.47,646.2,25.0,317.1,0.364,646.2,0.364
Pozo,1083613.0,1735439.0,,7.02,3226.0,29.2,1581.0,1.736,3226.0,1.736
Aljibe,1092200.0,1735448.0,,7.15,259.1,27.3,127.5,0.176,259.1,0.176
Pozo,1078279.0,1732759.0,,6.74,317.7,27.9,156.2,0.204,317.7,0.204
Pozo,1106326.0,1745085.0,,8.08,1815.0,28.6,889.7,0.97,1815.0,0.97
Pozo,1118090.0,1742814.0,,7.35,2571.0,30.7,1261.0,1.376,2571.0,1.376
Pozo,1121200.0,1748647.0,,6.94,465.4,31.4,228.5,0.276,465.4,0.276
Aljibe,1136176.0,1741753.0,,7.28,1383.0,31.0,678.1,0.742,1383.0,0.742
Pozo,1134175.0,1737751.0,,7.24,536.3,30.3,263.3,0.312,536.3,0.312
Aljibe,1235190.0,1786372.0,Ganadería,7.02,6682.0,30.4,3275.0,3.711,6682.0,3.711
Pozo,1240347.0,1783838.0,Ganadería,7.52,4555.0,30.4,2235.0,2.484,4555.0,2.484
Pozo,1255905.0,1788141.0,Ganadería,7.71,3077.0,29.6,1508.0,1.654,3077.0,1.654
Pozo,1260665.0,1790561.0,Ganadería,7.11,3181.0,30.8,1559.0,1.711,3181.0,1.711
Aljibe,1263679.0,1791411.0,,7.76,1324.0,32.4,649.5,0.712,1324.0,0.712
Pozo,1273827.0,1794325.0,,7.39,4062.0,29.8,1991.0,2.204,4062.0,2.204
Aljibe,1273819.0,1794306.0,,7.63,13320.0,29.0,6529.0,7.739,13320.0,7.739
Aljibe,1271961.0,1794512.0,Ganadería,6.71,4153.0,30.7,2035.0,2.255,4153.0,2.255
Aljibe,1272508.0,1793154.0,Ganadería,7.95,6394.0,31.4,3134.0,3.543,6394.0,3.543
Aljibe,1272694.0,1793676.0,Ganadería,7.01,4313.0,31.1,2114.0,2.345,4313.0,2.345
Pozo,1262470.0,1811696.0,,7.29,1892.0,28.5,927.5,1.011,1892.0,1.011
Aljibe,1309622.0,1817069.0,Ganadería,7.08,5075.0,33.1,2.487,2.779,5075.0,2.779
Aljibe,1318190.0,1820681.0,Ganadería,7.45,20260.0,29.7,9927.0,12.18,20260.0,12.18
Pozo,1312308.0,1832634.0,,7.3,4688.0,28.8,2298.0,2.557,4688.0,2.557
Aljibe,1309092.0,1832650.0,Ganadería,7.55,3413.0,29.0,1673.0,1.841,3413.0,1.841
Manantial,1308808.0,1832539.0,,7.07,1498.0,27.3,734.3,0.802,1498.0,0.802
Aljibe,1309132.0,1832797.0,Ganadería,7.64,2076.0,30.1,1018.0,1.11,2076.0,1.11
Aljibe,1320375.0,1829753.0,Ganadería,7.25,6018.0,31.4,2949.0,3.323,6018.0,3.323
Aljibe,1318975.0,1830244.0,Ganadería,7.34,4819.0,29.3,2362.0,2.633,4819.0,2.633
Aljibe,1309511.0,1833755.0,Ganadería,7.89,3121.0,29.0,1530.0,1.678,3121.0,1.678
Aljibe,1312876.0,1830141.0,Ganadería,7.0,3460.0,29.8,1696.0,1.866,3460.0,1.866
Aljibe,1314192.0,1832256.0,Ganadería,6.91,9945.0,30.5,4843.0,5.659,9945.0,5.659
Aljibe,1315962.0,1831522.0,Agricultura-Ganadería,7.14,5244.0,31.8,2570.0,2.875,5244.0,2.875
Aljibe,1315939.0,1831602.0,Agricultura,7.24,5236.0,29.6,2566.0,2.87,5236.0,2.87
Pozo,1302532.0,1840401.0,,7.3,1164.0,29.0,570.9,0.628,1164.0,0.628
Aljibe,1302520.0,1840408.0,,7.83,1034.0,28.4,507.1,0.561,1034.0,0.561
Aljibe,1261438.0,1847973.0,Ganadería,7.67,2712.0,30.0,1330.0,1.454,2712.0,1.454
Aljibe,1261258.0,1848063.0,Ganadería,7.86,2662.0,29.7,1305.0,1.427,2662.0,1.427
Aljibe,1304761.0,1840394.0,,7.64,1252.0,28.7,613.8,0.674,1252.0,0.674
Aljibe,1304777.0,1840533.0,,8.17,1374.0,28.6,673.8,0.737,1374.0,0.737
Aljibe,1304082.0,1840893.0,,7.78,1218.0,29.2,597.1,0.656,1218.0,0.656
Aljibe,1305129.0,1841053.0,,7.43,2337.0,28.4,1146.0,1.25,2337.0,1.25
Aljibe,1304754.0,1842009.0,,7.16,1086.0,29.3,532.5,0.588,1086.0,0.588
Aljibe,1304738.0,1841977.0,,7.76,1216.0,29.2,596.5,0.655,1216.0,0.655
Aljibe,1305000.0,1843053.0,,7.26,1286.0,30.3,630.8,0.692,1286.0,0.692
Aljibe,1304931.0,1842983.0,,7.37,1219.0,31.8,597.9,0.657,1219.0,0.657
Aljibe,1304519.0,1843170.0,,7.26,2576.0,31.3,1263.0,1.379,2576.0,1.379
Aljibe,1304431.0,1843285.0,,7.59,1362.0,31.1,667.9,0.732,1362.0,0.732
Aljibe,1304701.0,1843567.0,,7.36,1628.0,31.2,798.0,0.871,1628.0,0.871
Aljibe,1305295.0,1845048.0,,7.36,22540.0,31.5,11050.0,13.68,22540.0,13.68
Aljibe,1304444.0,1844968.0,,7.04,2255.0,31.6,1105.0,1.206,2255.0,1.206
Aljibe,1303759.0,1845764.0,,7.47,1985.0,31.8,973.1,1.061,1985.0,1.061
Aljibe,1302459.0,1846383.0,,6.79,14060.0,30.0,6888.0,8.201,14060.0,8.201
Aljibe,1302192.0,1846266.0,,6.68,15270.0,29.9,7482.0,8.964,15270.0,8.964
Aljibe,1302022.0,1846153.0,,8.5,13660.0,29.6,6695.0,7.953,13660.0,7.953
Aljibe,1301967.0,1845916.0,,7.13,11940.0,29.8,5852.0,6.884,11940.0,6.884
Aljibe,1302561.0,1846944.0,,7.11,3741.0,30.0,1834.0,2.023,3741.0,2.023
Aljibe,1304096.0,1841002.0,,7.45,1179.0,27.5,578.0,0.636,1179.0,0.636
Pozo,1303980.0,1842259.0,,7.37,2496.0,29.5,1225.0,1.337,2496.0,1.337
Aljibe,1302349.0,1844138.0,,7.27,7733.0,29.8,3790.0,4.329,7733.0,4.329
Aljibe,1302217.0,1844088.0,,7.36,5095.0,30.2,2497.0,2.79,5095.0,2.79
Aljibe,1302335.0,1843793.0,,7.41,3282.0,30.2,1609.0,1.768,3282.0,1.768
Aljibe,1302316.0,1844561.0,,7.11,1898.0,30.9,3871.0,4.429,1898.0,4.429
Aljibe,1301479.0,1845887.0,,7.04,6532.0,30.5,6532.0,3.622,6532.0,3.622
Aljibe,1299972.0,1847378.0,,7.08,6576.0,30.6,3223.0,3.648,6576.0,3.648
Aljibe,1284414.0,1848202.0,,7.39,4717.0,29.9,2312.0,2.573,4717.0,2.573
Aljibe,1284559.0,1848374.0,,7.64,3252.0,31.3,1594.0,1.751,3252.0,1.751
Aljibe,1293576.0,1848210.0,,7.25,3466.0,30.8,1699.0,1.87,3466.0,1.87
Aljibe,1299318.0,1846110.0,,7.26,2567.0,29.0,1259.0,1.374,2567.0,1.374
Aljibe,1298497.0,1845516.0,,7.26,1893.0,28.8,928.2,1.012,1893.0,1.012
Aljibe,1298395.0,1844852.0,,7.56,1345.0,28.4,659.4,0.722,1345.0,0.722
Aljibe,1298410.0,1844852.0,,7.36,1365.0,28.8,669.2,0.733,1365.0,0.733
Aljibe,1298172.0,1844190.0,,7.56,1356.0,28.4,664.8,0.728,1356.0,0.728
Aljibe,1298144.0,1843767.0,,7.46,1412.0,28.7,692.6,0.758,1412.0,0.758
Aljibe,1303646.0,1848875.0,,6.8,9340.0,29.0,4577.0,5.292,9340.0,5.292
Aljibe,1303661.0,1849106.0,,7.02,8609.0,29.8,4219.0,4.854,8609.0,4.854
Aljibe,1304412.0,1849442.0,,6.94,15210.0,31.4,7455.0,8.936,15210.0,8.936
Aljibe,1306113.0,1852254.0,,7.72,2974.0,30.6,1498.0,1.596,2974.0,1.596
Aljibe,1303887.0,1848124.0,,7.02,13570.0,30.5,6650.0,7.896,13570.0,7.896
Aljibe,1291709.0,1840709.0,,7.02,13570.0,30.5,6650.0,7.896,13570.0,7.896
Aljibe,1304119.0,1851340.0,,7.22,20590.0,30.2,10090.0,12.39,20590.0,12.39
Aljibe,1297243.0,1860211.0,,8.23,2530.0,27.6,1240.0,1.354,2530.0,1.354
Aljibe,1260248.0,1869611.0,,7.61,41490.0,29.3,20330.0,26.76,41490.0,26.76
Aljibe,1262582.0,1870665.0,,7.74,9198.0,28.0,4507.0,5.203,9198.0,5.203
Aljibe,1229656.0,1832047.0,,7.12,5358.0,30.2,2626.0,2.942,5358.0,2.942
Aljibe,1257313.0,1868225.0,Forestal,7.32,2002.0,30.4,981.5,1.07,2002.0,1.07
Aljibe,1270041.0,1868357.0,Forestal,6.4,6681.0,30.4,3274.0,3.707,6681.0,3.707
Aljibe,1265610.0,1858655.0,Forestal,7.4,10130.0,28.8,4967.0,5.772,10130.0,5.772
Aljibe,1265089.0,1861367.0,Forestal,7.34,8369.0,27.8,4102.0,4.706,8369.0,4.706
